NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
221,E2710002916201,市営池島住宅３号棟,大阪府大阪市港区池島2-7-3,1,,,,1,,,,,34.656153,135.449646,
222,E2710002917201,市営池島住宅４号棟,大阪府大阪市港区池島2-7-4,1,,,,1,,,,,34.656554,135.45023,
223,E2710000210201,市営池島住宅２号館,大阪府大阪市港区池島3-1-2,1,,,,1,,,,,34.655357,135.449198,
224,E2710000211201,市営池島住宅１号館,大阪府大阪市港区池島3-3,1,,,,1,,,,,34.65512463,135.4504577,
225,E2710000213201,市営池島南住宅１号館,大阪府大阪市港区池島3-8,1,,,,1,,,,,34.65395855,135.4486026,
226,E2710000214201,築港小学校,大阪府大阪市港区築港1-10-38,1,,,,1,,,,1,34.65301641,135.4361979,
227,E2710000214202,築港小学校（運動場）,大阪府大阪市港区築港1-10-38,,,,1,,,,,1,34.65263249,135.4364411,
228,E2710000215201,築港南公園,大阪府大阪市港区築港1-2,,,,1,,,,,,34.65328369,135.4374542,
229,E2710000216201,築港中学校,大阪府大阪市港区築港1-2-41,1,,,,1,,,,1,34.65280651,135.4379339,
230,E2710000216202,築港中学校（運動場）,大阪府大阪市港区築港1-2-41,,,,1,,,,,1,34.6525285,135.4382897,
231,E2710000219201,コーシャハイツ港,大阪府大阪市港区築港2-4-1,1,,,,1,,,,,34.6513758,135.4342307,
232,E2710000220201,コーシャハイツ港（２号棟）,大阪府大阪市港区築港2-4-2,1,,,,1,,,,,34.65184021,135.4338357,
233,E2710003043201,天保山船客上屋,大阪府大阪市港区築港3-11-8,1,,,,1,,,,,34.656894,135.431283,
234,E2710000221201,天保山公園,大阪府大阪市港区築港3-2,,,,1,,,,,,34.65772727,135.4329588,
235,E2710000222201,Ｏｓａｋａ　Ｍｅｔｒｏ　大阪港駅,大阪府大阪市港区築港3-5-9,1,,,,1,,,,,34.65386492,135.434283,
236,E2710000224201,㈱辰巳商會,大阪府大阪市港区築港4-1-1,1,,,,1,,,,,34.65363272,135.4327151,
237,E2710000223201,大阪港湾合同庁舎,大阪府大阪市港区築港4-10-3,1,,,,1,,,,,34.653183,135.430675,
238,E2710000225201,日本貨物検数協会ビル,大阪府大阪市港区築港4-11-9,1,,,,1,,,,,34.65430096,135.4300847,
239,E2710000226201,市営一条通住宅１号館,大阪府大阪市港区築港4-5-1,1,,,,1,,,,,34.65494255,135.4310462,
240,E2710000227201,東田中公園,大阪府大阪市港区田中1-1,,,,1,,,,,,34.6652742,135.4515656,
241,E2710000228201,石田公園,大阪府大阪市港区田中1-7,,,,1,,,,,,34.66613059,135.4494766,
242,E2710000229202,田中小学校（運動場）,大阪府大阪市港区田中2-10-34,,,,1,,,,,1,34.66319138,135.4474448,
243,E2710000229201,田中小学校,大阪府大阪市港区田中2-10-34,1,,,,1,,,,1,34.6635576,135.4472177,
244,E2710000230201,八幡屋公園,大阪府大阪市港区田中3-1,,,,1,,1,,,,34.66035128,135.4462238,広域避難場所
245,E2710000231201,港スポーツセンター,大阪府大阪市港区田中3-1-128,1,,,,1,,,,,34.66189672,135.4457309,
246,E2710000233201,Ｏｓａｋａ　Ｍｅｔｒｏ　朝潮橋駅,大阪府大阪市港区田中3-1-4,1,,,,1,,,,,34.66156866,135.448963,
247,E2710000234201,Ａｓｕｅアリーナ大阪,大阪府大阪市港区田中3-1-40,1,,,,1,,,,,34.65910767,135.4448242,
248,E2710002977201,"大阪西公共職業安定所
（ハローワーク大阪西）",大阪府大阪市港区南市岡1-2-34,1,,,,1,,,,,34.668331,135.471522,
249,E2710000235201,南市岡西公園,大阪府大阪市港区南市岡2-12,,,,1,,,,,,34.6651174,135.4678723,
250,E2710000237202,南市岡小学校（運動場）,大阪府大阪市港区南市岡2-6-35,,,,1,,,,,1,34.66555917,135.4689263,
251,E2710000237201,南市岡小学校,大阪府大阪市港区南市岡2-6-35,1,,,,1,,,,1,34.66583272,135.4688816,
252,E2710000238201,南市岡公園,大阪府大阪市港区南市岡2-7,,,,1,,,,,,34.66581018,135.4682204,
253,E2710000239201,港友マンション,大阪府大阪市港区南市岡3-1-12,1,,,,1,,,,,34.6657184,135.4661452,
254,E2710000240201,プレサンスロジェ弁天町,大阪府大阪市港区南市岡3-11-23,1,,,,1,,,,,34.66518671,135.4649068,
255,E2710000241201,エスリード弁天町南,大阪府大阪市港区南市岡3-2-15,1,,,,1,,,,,34.665421,135.465286,
256,E2710000242201,キングスクエアランドレックス,大阪府大阪市港区南市岡3-6-20,1,,,,1,,,,,34.66421156,135.4667453,
257,E2710000243201,市営波除第２住宅５号館,大阪府大阪市港区波除1-2,1,,,,1,,,,,34.675772,135.462949,
258,E2710000244201,波除第２住宅３号館,大阪府大阪市港区波除1-5,1,,,,1,,,,,34.674945,135.462963,
259,E2710000245201,市営波除第２住宅４号館,大阪府大阪市港区波除1-6,1,,,,1,,,,,34.675434,135.462451,
260,E2710000246201,市営波除第２住宅６号館,大阪府大阪市港区波除1-6-6,1,,,,1,,,,,34.675797,135.461981,
261,E2710000247201,抱月公園,大阪府大阪市港区波除2-2,,,,1,,,,,,34.67202318,135.4652986,
262,E2710000248201,市営波除住宅１号館,大阪府大阪市港区波除2-2-19,1,,,,1,,,,,34.67232169,135.4645986,
263,E2710000249202,大阪府立港高等学校（運動場）,大阪府大阪市港区波除2-3-1,,,,1,,,,,1,34.67137373,135.4659627,
264,E2710000249201,大阪府立港高等学校,大阪府大阪市港区波除2-3-1,1,,,,1,,,,1,34.67091931,135.4655372,
265,E2710000250201,Ｏｓａｋａ　Ｍｅｔｒｏ　弁天町駅,大阪府大阪市港区波除3-11-6,1,,,,1,,,,,34.66952058,135.4621712,
266,E2710000251202,波除小学校（運動場）,大阪府大阪市港区波除3-6-8,,,,1,,,,,1,34.6716217,135.4626461,
267,E2710000251201,波除小学校,大阪府大阪市港区波除3-6-8,1,,,,1,,,,1,34.67185552,135.4623117,
268,E2710000252201,Ｈ　Ｒ　Ｃビル　（愛称ＡＩＡＩ（アイアイ）おおさか）,大阪府大阪市港区波除4-1-37,1,,,,1,,,,,34.67373771,135.4637505,
269,E2710000253201,市営波除第２住宅１号館,大阪府大阪市港区波除4-5,1,,,,1,,,,,34.673695,135.463002,
270,E2710000254201,㈱小林産業　本社ビル,大阪府大阪市港区波除4-5-7,1,,,,1,,,,,34.67361242,135.4625298,
271,E2710000255201,抱月小公園,大阪府大阪市港区波除4-6,,,,1,,,,,,34.67430903,135.463236,
272,E2710000256201,市営波除第２住宅２号館,大阪府大阪市港区波除4-7,1,,,,1,,,,,34.674216,135.462706,
273,E2710000257202,市営波除第２住宅７号館,大阪府大阪市港区波除4-8,1,,,,1,,,,,34.674733,135.462275,
274,E2710000257201,市営波除第２住宅８号館,大阪府大阪市港区波除4-8,1,,,,1,,,,,34.6746,135.461746,
275,E2710000259201,波除公園,大阪府大阪市港区波除5-5,,,,1,,,,,,34.67391794,135.4612282,
276,E2710000262201,入舟公園,大阪府大阪市港区八幡屋1-4,,,,1,,,,,,34.65709924,135.4477251,
277,E2710000263201,八幡屋第２住宅４号館,大阪府大阪市港区八幡屋3-10,1,,,,1,,,,,34.653831,135.445602,
278,E2710000264201,八幡屋小学校,大阪府大阪市港区八幡屋3-3-5,1,,,,1,,,,1,34.65483232,135.4458613,
279,E2710000264202,八幡屋小学校（運動場）,大阪府大阪市港区八幡屋3-3-5,,,,1,,,,,1,34.654934357276,135.44623544233,
280,E2710000265201,入舟南公園,大阪府大阪市港区八幡屋3-4,,,,1,,,,,,34.65425526,135.446612,
281,E2710000266201,八幡屋南公園,大阪府大阪市港区八幡屋4-3,,,,1,,,,,,34.65225029,135.447543,
282,E2710000267201,特別養護老人ホーム愛港園,大阪府大阪市港区八幡屋4-8-1,1,,,,1,,,,1,34.65157126,135.4467781,
283,E2710000268201,港大阪祭典,大阪府大阪市港区福崎1-1-62,1,,,,1,,,,,34.659817,135.458039,
284,E2710000269201,日本郵便輸送㈱　近畿支社,大阪府大阪市港区福崎1-3-30,1,,,,1,,,,,34.65768263,135.4603558,
285,E2710000270201,オンワード樫山　大阪支店,大阪府大阪市港区福崎1-4-14,1,,,,1,,,,,34.65854436,135.4583232,
286,E2710000271201,㈱八木製作所,大阪府大阪市港区福崎3-1-111,1,,,,1,,,,,34.65625166,135.4576186,
287,E2710000273201,ホームセンターコーナン弁天町店,大阪府大阪市港区弁天1-2-24,1,,,,1,,,,,34.66933117,135.4600843,
288,E2710000274201,コーシャハイツ弁天,大阪府大阪市港区弁天1-4-18,1,,,,1,,,,,34.6681762,135.4599118,
289,E2710000276201,弁天西公園,大阪府大阪市港区弁天2-4,,,,1,,,,,,34.66829735,135.4570094,
290,E2710000278201,弁天小学校,大阪府大阪市港区弁天2-9-35,1,,,,1,,,,1,34.66870708,135.4556665,
291,E2710000278202,弁天小学校（運動場）,大阪府大阪市港区弁天2-9-35,,,,1,,,,,1,34.66822617,135.4556522,
292,E2710000280201,弁天公園,大阪府大阪市港区弁天3-5,,,,1,,,,,,34.66758206,135.4535792,
293,E2710000281201,介護老人保健施設　港さつき苑,大阪府大阪市港区弁天4-16-18,1,,,,1,,,,1,34.67112259,135.4560792,
294,E2710000283201,弁天東公園,大阪府大阪市港区弁天5-12,,,,1,,,,,,34.67303734,135.4566746,
295,E2710000287201,㈱山櫻　大阪支店,大阪府大阪市港区弁天5-15-13,1,,,,1,,,,,34.67209543,135.4553535,
296,E2710000288201,㈱梅田精密　本社ビル,大阪府大阪市港区弁天5-17-27,1,,,,1,,,,,34.67172254,135.4566366,
297,E2710000289201,奥村ナイスワークビル,大阪府大阪市港区弁天6-1-3,1,,,,1,,,,,34.67442612,135.4583028,
298,E2710000290201,大綱㈱　本社ビル,大阪府大阪市港区弁天6-1-5,1,,,,1,,,,,34.67451729,135.4579058,
299,E2710000291201,弁天埠頭公園,大阪府大阪市港区弁天6-7,,,,1,,,,,,34.67269557,135.4535132,
300,E2710000292201,友宗電気㈱　本社ビル,大阪府大阪市港区夕凪2-15-5,1,,,,1,,,,,34.66140368,135.4513113,
301,E2710000294201,アソカ学園,大阪府大阪市港区夕凪2-3-5,1,,,,1,,,,,34.66191739,135.4524366,
302,E2710000295201,夕凪公園,大阪府大阪市港区夕凪2-6,,,,1,,,,,,34.6628392,135.451905,
303,E2710000296201,大阪市下水道科学館,大阪府大阪市此花区高見1-2-53,1,,,,1,,,,,34.69348491,135.4624751,
304,E2710000297202,高見小学校（運動場）,大阪府大阪市此花区高見1-3-35,,,,1,,,,,1,34.69053439,135.4609712,
305,E2710000297201,高見小学校,大阪府大阪市此花区高見1-3-35,1,,,,1,,,,1,34.69054615,135.4603578,
306,E2710000298203,市営高見住宅５１号館,大阪府大阪市此花区高見1-4,1,,,,1,,,,,34.68967789,135.4586475,
307,E2710000298201,市営高見住宅５７号館,大阪府大阪市此花区高見1-4,1,,,,1,,,,,34.68930737,135.4593932,
308,E2710000298202,市営高見住宅５２号館,大阪府大阪市此花区高見1-4,1,,,,1,,,,,34.69084676,135.4585295,
309,E2710000299202,市営高見住宅４１号館,大阪府大阪市此花区高見1-5,1,,,,1,,,,,34.69207571,135.4584942,
310,E2710000299201,市営高見住宅４４号館,大阪府大阪市此花区高見1-5,1,,,,1,,,,,34.69326385,135.458728,
311,E2710000299203,高見公園,大阪府大阪市此花区高見1-5,,,,1,,,,,,34.69143174,135.4585818,
312,E2710000300203,市営高見住宅２４号館,大阪府大阪市此花区高見1-6,1,,,,1,,,,,34.69263522,135.4607057,
313,E2710000300202,市営高見住宅２５号館,大阪府大阪市此花区高見1-6,1,,,,1,,,,,34.69285135,135.4615693,
314,E2710000300201,市営高見住宅２６号館,大阪府大阪市此花区高見1-6,1,,,,1,,,,,34.69239704,135.4620521,
315,E2710000301201,高見北公園,大阪府大阪市此花区高見1-7,,,,1,,,,,,34.69279078,135.4598705,
316,E2710000302201,此花中学校,大阪府大阪市此花区高見2-14-31,1,,,,1,,,,1,34.69007014,135.4552826,
317,E2710000302202,此花中学校（運動場）,大阪府大阪市此花区高見2-14-31,,,,1,,,,,1,34.69060826,135.4556384,
318,E2710000303201,高見西公園,大阪府大阪市此花区高見3-14,,,,1,,,,,,34.69211992,135.4554443,
319,E2710000304201,桜島北公園,大阪府大阪市此花区桜島2-1,1,,,,1,,,,,34.66161608,135.4314742,
320,E2710000305201,株式会社セントラル・コールド・ストレージ,大阪府大阪市此花区桜島3-2-17,,,,1,,,,,1,34.662455516599,135.4273376627,
321,E2710000306201,桜島公園,大阪府大阪市此花区桜島3-5,,,,1,,,,,,34.66157199,135.4283391,
322,E2710000307201,市営桜島住宅１号館,大阪府大阪市此花区桜島3-6-30,1,,,,1,,,,,34.66089029,135.4282077,
323,E2710000308201,千鳥橋公園,大阪府大阪市此花区四貫島1-1,,,,1,,,,,,34.68562872,135.4571117,
324,E2710000309201,此花区民一休ホール,大阪府大阪市此花区四貫島1-1-18,,,,1,,,,,,34.68585382,135.4571754,
325,E2710000310201,四貫島小学校,大阪府大阪市此花区四貫島2-16-29,1,,,,1,,,,1,34.68501173,135.4545741,
326,E2710000310202,四貫島小学校（運動場）,大阪府大阪市此花区四貫島2-16-29,,,,1,,,,,1,34.68485146,135.4541092,
327,E2710000311201,四貫島西公園,大阪府大阪市此花区四貫島2-25,,,,1,,,,,,34.68486242,135.452631,
328,E2710000313201,春日出小学校,大阪府大阪市此花区春日出中1-13-23,1,,,,1,,,,1,34.68060686,135.452324,
329,E2710000313202,春日出小学校（運動場）,大阪府大阪市此花区春日出中1-13-23,,,,1,,,,,1,34.68050232,135.4526447,
330,E2710000314201,春日出中公園,大阪府大阪市此花区春日出中1-26,,,,1,,,,,,34.68150353,135.4518851,
331,E2710000315201,住友電気工業株式会社大阪製作所社員クラブ,大阪府大阪市此花区春日出中1-5-1,1,,,,1,,,,,34.679036,135.452614,
332,E2710000315202,市営春日出中第２住宅１号館,大阪府大阪市此花区春日出中1-5-1,1,,,,1,,,,,34.679036,135.452601,
333,E2710000316202,春日出パークホームズⅡ,大阪府大阪市此花区春日出中1-8-23,1,,,,1,,,,,34.680136,135.453739,
334,E2710000317201,住友化学株式会社　大阪工場（グラウンド）,大阪府大阪市此花区春日出中3-1-98,,,,1,,,,,,34.67889113,135.4483186,
335,E2710000318201,春日出公園,大阪府大阪市此花区春日出南1-2,,,,1,,,,,,34.679402072866,135.45810436152,
336,E2710000319202,春日出中学校（運動場）,大阪府大阪市此花区春日出南1-2-8,,,,1,,,,,1,34.67892977,135.4579145,
337,E2710000319201,春日出中学校,大阪府大阪市此花区春日出南1-2-8,1,,,,1,,,,1,34.678548912751,135.45793954974,
338,E2710000320201,春日出南公園,大阪府大阪市此花区春日出南2-10,,,,1,,,,,,34.67835157,135.4535926,
339,E2710000321201,キングス夢咲シティ　ひかりの街,大阪府大阪市此花区春日出南3-3,1,,,,1,,,,,34.673928,135.446744,
340,E2710000322201,特別養護老人ホーム　クレーネ大阪,大阪府大阪市此花区春日出北1-22-3,1,,,,1,,,,,34.684047,135.450644,
341,E2710000323201,此花公園,大阪府大阪市此花区春日出北1-5,,,,1,,,,,,34.68248479,135.4505228,
342,E2710000324201,春日出北公園,大阪府大阪市此花区春日出北2-16,,,,1,,,,,,34.68235627,135.4474925,
343,E2710000325201,市営春日出住宅２号館,大阪府大阪市此花区春日出北2-5,1,,,,1,,,,,34.68157804,135.4491327,
344,E2710000325202,市営春日出住宅１号館,大阪府大阪市此花区春日出北2-5,1,,,,1,,,,,34.68133541,135.4493633,
345,E2710000326201,梅香中学校,大阪府大阪市此花区春日出北3-12-24,1,,,,1,,,,1,34.68086263,135.4440598,
346,E2710000326202,梅香中学校（運動場）,大阪府大阪市此花区春日出北3-12-24,,,,1,,,,,1,34.68134052,135.4450862,
347,E2710000327201,㈱中日本冷蔵　本社センター,大阪府大阪市此花区西九条1-1-20,1,,,,1,,,,,34.68240973,135.4705631,
348,E2710000330201,西九条公民館,大阪府大阪市此花区西九条1-3-16,,,,1,,,,,,34.68337805,135.4691569,
349,E2710000329201,西九条上公園,大阪府大阪市此花区西九条1-30,,,,1,,,,,,34.68173072,135.4676162,
350,E2710000332201,西九条南公園,大阪府大阪市此花区西九条2-1,,,,1,,,,,,34.67978612,135.465876,
351,E2710000333201,ルモン西九条,大阪府大阪市此花区西九条2-1-32,1,,,,1,,,,,34.67960341,135.4661054,
352,E2710000334201,西九条福祉会館,大阪府大阪市此花区西九条2-3-15,,,,1,,,,,,34.68070727,135.4661908,
353,E2710000335201,ファミール西九条,大阪府大阪市此花区西九条3-4-34,1,,,,1,,,,,34.68554446,135.4670266,
354,E2710000336201,ケアハウス大阪安立,大阪府大阪市此花区西九条3-4-61,1,,,,1,,,,1,34.68580797,135.4680494,
355,E2710000337201,西九条小公園,大阪府大阪市此花区西九条3-8,,,,1,,,,,,34.68425539,135.4661718,
356,E2710000338201,西九条小学校,大阪府大阪市此花区西九条4-3-41,1,,,,1,,,,1,34.68261119,135.4647448,
357,E2710000338202,西九条小学校（運動場）,大阪府大阪市此花区西九条4-3-41,,,,1,,,,,1,34.68231279,135.4647914,
358,E2710000339201,西九条西公園,大阪府大阪市此花区西九条4-4,,,,1,,,,,,34.68174563,135.4640569,
359,E2710000340201,西九条公園,大阪府大阪市此花区西九条5-4,,,,1,,,,,,34.68388978,135.4649948,
360,E2710000341201,此花屋内プール,大阪府大阪市此花区西九条5-4-21,1,,,,1,,,,,34.683586,135.464553,
361,E2710000342201,此花会館／梅香殿,大阪府大阪市此花区西九条5-4-24,1,,,,1,,,,,34.6836569,135.464432,
362,E2710000343201,朝日橋公園,大阪府大阪市此花区西九条6-1,,,,1,,,,,,34.68152929,135.4622166,
363,E2710000344201,ライフ西九条店,大阪府大阪市此花区西九条6-1-132,1,,,,1,,,,,34.68305938,135.4640937,
364,E2710000345201,男女共同参画センター西部館及びこども文化センター,大阪府大阪市此花区西九条6-1-20,1,,,,1,,,,,34.68179907,135.4633303,
365,E2710000346202,咲くやこの花中学校・高等学校（運動場）,大阪府大阪市此花区西九条6-1-44,,,,1,,,,,1,34.68005511,135.4611939,
366,E2710000346201,咲くやこの花中学校・高等学校,大阪府大阪市此花区西九条6-1-44,1,,,,1,,,,1,34.68053595,135.4616052,
367,E2710000347201,昇陽中学校・高等学校,大阪府大阪市此花区朝日1-1-9,1,,,,1,,,,1,34.684954988656,135.46258085834,
368,E2710000347202,昇陽中学校・高等学校（運動場）,大阪府大阪市此花区朝日1-1-9,,,,1,,,,,1,34.685163784585,135.4623037,
369,E2710000348201,正蓮寺川公園（東端の高台部分）,大阪府大阪市此花区朝日2,,,,1,1,,,,,34.687306,135.463723,
370,E2710000349201,嬉ヶ崎公園,大阪府大阪市此花区朝日2-1,,,,1,,,,,,34.68617498,135.4631567,
371,E2710000350201,千鳥橋みどり公園,大阪府大阪市此花区伝法1-2,,,,1,,,,,,34.68874635,135.4603299,
372,E2710000351201,市営伝法住宅２号館,大阪府大阪市此花区伝法1-4,1,,,,1,,,,,34.687798,135.459598,
373,E2710000351202,市営伝法住宅１号館,大阪府大阪市此花区伝法1-4,1,,,,1,,,,,34.687521,135.459063,
374,E2710000352201,伝法コミュニティひろば,大阪府大阪市此花区伝法2-1,,,,1,,,,,,34.68725086,135.4569764,
